id,tipo,fecha,hora,provincia,corregimiento,latitud,longitud,arma_utilizada,locacion,anio,mes,dia_semana,zona,crimen
CR-2024-000855,Robo,2024-02-21,9,Panamá,Pedregal,9.066394,-79.475956,Arma blanca,Transporte Público,2024,2,2,Pedregal,Robo
CR-2024-000842,Homicidio,2024-02-21,10,Panamá,Tocumen,9.081861,-79.389835,Arma de fuego,Estacionamiento,2024,2,2,Tocumen,Homicidio
CR-2024-000846,Robo,2024-02-21,11,Panamá,Belisario Porras,9.05345,-79.50612,Arma de fuego,Vía Pública,2024,2,2,Belisario Porras,Robo
CR-2024-000852,Robo,2024-02-21,11,Panamá,Don Bosco,9.050935,-79.398222,Arma blanca,Vía Pública,2024,2,2,Don Bosco,Robo
CR-2024-000854,Robo,2024-02-21,11,Panamá,Pacora,9.079561,-79.291988,Arma de fuego,Vía Pública,2024,2,2,Pacora,Robo
CR-2024-000859,Robo,2024-02-21,12,Panamá Oeste,Villa Rosario,8.777586,-79.867247,Arma de fuego,Transporte Público,2024,2,2,Villa Rosario,Robo
CR-2024-000845,Robo,2024-02-21,13,Panamá,Belisario Porras,9.057882,-79.505302,Arma de fuego,Centro Comercial,2024,2,2,Belisario Porras,Robo
CR-2024-000858,Robo,2024-02-21,13,Panamá Oeste,Vacamonte,8.917507,-79.70727,Arma blanca,Comercio,2024,2,2,Vacamonte,Robo
CR-2024-000848,Robo,2024-02-21,14,Panamá,Belisario Porras,9.048522,-79.503127,Sin arma (intimidación),Transporte Público,2024,2,2,Belisario Porras,Robo
CR-2024-000851,Robo,2024-02-21,14,Panamá,Curundú,8.971297,-79.550444,Arma de fuego,Estacionamiento,2024,2,2,Curundú,Robo
CR-2024-000850,Robo,2024-02-21,15,Panamá,Calidonia,8.967045,-79.536934,Arma blanca,Comercio,2024,2,2,Calidonia,Robo
CR-2024-000856,Robo,2024-02-21,15,Panamá,Tocumen,9.080674,-79.393698,Arma de fuego,Vía Pública,2024,2,2,Tocumen,Robo
CR-2024-000849,Robo,2024-02-21,19,Panamá,Bella Vista,8.979391,-79.530068,Arma blanca,Centro Comercial,2024,2,2,Bella Vista,Robo
CR-2024-000847,Robo,2024-02-21,20,Panamá,Belisario Porras,9.050282,-79.503447,Arma de fuego,Comercio,2024,2,2,Belisario Porras,Robo
CR-2024-000843,Homicidio,2024-02-21,22,Panamá Oeste,Vacamonte,8.914724,-79.707533,Arma de fuego,Residencia,2024,2,2,Vacamonte,Homicidio
CR-2024-000860,Robo,2024-02-22,2,Panamá,24 de Diciembre,9.103568,-79.347767,Arma de fuego,Vía Pública,2024,2,3,24 de Diciembre,Robo
CR-2024-000870,Robo,2024-02-22,9,Panamá Oeste,Vacamonte,8.911892,-79.7093,Arma blanca,Comercio,2024,2,3,Vacamonte,Robo
CR-2024-000871,Robo,2024-02-22,11,Panamá,Victoriano Lorenzo,9.041545,-79.494341,Arma blanca,Transporte Público,2024,2,3,Victoriano Lorenzo,Robo
CR-2024-000863,Robo,2024-02-22,12,Panamá Oeste,El Coco,8.884502,-79.802173,Sin arma (intimidación),Vía Pública,2024,2,3,El Coco,Robo
CR-2024-000861,Robo,2024-02-22,14,Panamá,Belisario Porras,9.054025,-79.493727,Arma blanca,Vía Pública,2024,2,3,Belisario Porras,Robo
CR-2024-000866,Robo,2024-02-22,14,Panamá,Pacora,9.084463,-79.302314,Arma de fuego,Estacionamiento,2024,2,3,Pacora,Robo
CR-2024-000868,Robo,2024-02-22,15,Panamá,Pueblo Nuevo,9.002062,-79.517134,Arma de fuego,Centro Comercial,2024,2,3,Pueblo Nuevo,Robo
CR-2024-000867,Robo,2024-02-22,16,Panamá,Pedregal,9.064953,-79.480686,Arma de fuego,Vía Pública,2024,2,3,Pedregal,Robo
CR-2024-000865,Robo,2024-02-22,17,Panamá,Las Mañanitas,9.092056,-79.428712,Arma de fuego,Transporte Público,2024,2,3,Las Mañanitas,Robo
CR-2024-000869,Robo,2024-02-22,18,Panamá Oeste,Vacamonte,8.916243,-79.716976,Arma blanca,Vía Pública,2024,2,3,Vacamonte,Robo
CR-2024-000862,Robo,2024-02-22,20,Panamá Oeste,Burunga,8.938944,-79.736005,Sin arma (intimidación),Estacionamiento,2024,2,3,Burunga,Robo
CR-2024-000864,Robo,2024-02-22,21,Panamá,Las Mañanitas,9.084982,-79.430416,Arma de fuego,Comercio,2024,2,3,Las Mañanitas,Robo
CR-2024-000880,Robo,2024-02-23,0,Panamá,Don Bosco,9.054236,-79.398069,Arma de fuego,Estacionamiento,2024,2,4,Don Bosco,Robo
CR-2024-000886,Robo,2024-02-23,2,Panamá,Rufina Alfaro,9.045919,-79.485809,Arma de fuego,Estacionamiento,2024,2,4,Rufina Alfaro,Robo
CR-2024-000883,Robo,2024-02-23,4,Panamá,Parque Lefevre,9.008755,-79.477986,Arma blanca,Vía Pública,2024,2,4,Parque Lefevre,Robo
CR-2024-000885,Robo,2024-02-23,6,Panamá,Pedregal,9.066508,-79.477116,Sin arma (intimidación),Comercio,2024,2,4,Pedregal,Robo
CR-2024-000877,Robo,2024-02-23,8,Panamá,Belisario Porras,9.050726,-79.50106,Arma blanca,Vía Pública,2024,2,4,Belisario Porras,Robo
CR-2024-000888,Robo,2024-02-23,8,Panamá Oeste,Vacamonte,8.917578,-79.70842,Arma blanca,Vía Pública,2024,2,4,Vacamonte,Robo
CR-2024-000890,Robo,2024-02-23,9,Panamá Oeste,Veracruz,8.89373,-79.628224,Arma blanca,Vía Pública,2024,2,4,Veracruz,Robo
CR-2024-000878,Robo,2024-02-23,10,Panamá,Calidonia,8.967732,-79.532196,Sin arma (intimidación),Centro Comercial,2024,2,4,Calidonia,Robo
CR-2024-000881,Robo,2024-02-23,12,Panamá Oeste,El Coco,8.884696,-79.803125,Arma de fuego,Comercio,2024,2,4,El Coco,Robo
CR-2024-000875,Homicidio,2024-02-23,16,Panamá Oeste,Vacamonte,8.913404,-79.706805,Arma de fuego,Residencia,2024,2,4,Vacamonte,Homicidio
CR-2024-000876,Robo,2024-02-23,17,Panamá Oeste,Barrio Colón,8.874932,-79.782025,Arma de fuego,Vía Pública,2024,2,4,Barrio Colón,Robo
CR-2024-000884,Robo,2024-02-23,17,Panamá,Pedregal,9.06037,-79.479232,Arma blanca,Comercio,2024,2,4,Pedregal,Robo
CR-2024-000891,Robo,2024-02-23,17,Panamá Oeste,Villa Carmen,8.800115,-79.899835,Sin arma (intimidación),Vía Pública,2024,2,4,Villa Carmen,Robo
CR-2024-000879,Robo,2024-02-23,18,Panamá,Curundú,8.970604,-79.549042,Arma blanca,Transporte Público,2024,2,4,Curundú,Robo
CR-2024-000887,Robo,2024-02-23,19,Panamá,Tocumen,9.08076,-79.381116,Arma blanca,Vía Pública,2024,2,4,Tocumen,Robo
CR-2024-000873,Homicidio,2024-02-23,20,Panamá,Pacora,9.084457,-79.301955,Arma de fuego,Vía Pública,2024,2,4,Pacora,Homicidio
CR-2024-000874,Homicidio,2024-02-23,22,Panamá,Pedregal,9.065134,-79.476038,Arma de fuego,Vía Pública,2024,2,4,Pedregal,Homicidio
CR-2024-000882,Robo,2024-02-23,22,Panamá,Pacora,9.078452,-79.292023,Arma blanca,Transporte Público,2024,2,4,Pacora,Robo
CR-2024-000872,Homicidio,2024-02-23,23,Panamá,Curundú,8.970375,-79.549801,Arma de fuego,Vía Pública,2024,2,4,Curundú,Homicidio
CR-2024-000889,Robo,2024-02-23,23,Panamá Oeste,Vacamonte,8.914048,-79.704209,Sin arma (intimidación),Comercio,2024,2,4,Vacamonte,Robo
CR-2024-000901,Robo,2024-02-24,5,Panamá,Las Mañanitas,9.085407,-79.430667,Arma blanca,Centro Comercial,2024,2,5,Las Mañanitas,Robo
CR-2024-000892,Homicidio,2024-02-24,7,Panamá Oeste,Barrio Colón,8.877324,-79.787836,Arma de fuego,Vía Pública,2024,2,5,Barrio Colón,Homicidio
CR-2024-000909,Robo,2024-02-24,7,Panamá Oeste,Vista Alegre,8.947459,-79.698009,Arma de fuego,Comercio,2024,2,5,Vista Alegre,Robo
CR-2024-000895,Robo,2024-02-24,8,Panamá Oeste,Burunga,8.940126,-79.728946,Arma de fuego,Vía Pública,2024,2,5,Burunga,Robo
CR-2024-000898,Robo,2024-02-24,8,Panamá Oeste,El Coco,8.882597,-79.806014,Sin arma (intimidación),Vía Pública,2024,2,5,El Coco,Robo
CR-2024-000906,Robo,2024-02-24,9,Panamá,Río Abajo,9.019889,-79.497787,Arma de fuego,Transporte Público,2024,2,5,Río Abajo,Robo
CR-2024-000908,Robo,2024-02-24,9,Panamá Oeste,Villa Rosario,8.777178,-79.869177,Arma blanca,Vía Pública,2024,2,5,Villa Rosario,Robo
CR-2024-000899,Robo,2024-02-24,12,Panamá Oeste,Feuillet,8.901078,-79.768343,Arma de fuego,Vía Pública,2024,2,5,Feuillet,Robo
CR-2024-000900,Robo,2024-02-24,13,Panamá,Juan Díaz,9.046426,-79.451209,Arma de fuego,Centro Comercial,2024,2,5,Juan Díaz,Robo
CR-2024-000903,Robo,2024-02-24,13,Panamá,Pacora,9.087069,-79.284377,Arma de fuego,Centro Comercial,2024,2,5,Pacora,Robo
CR-2024-000902,Robo,2024-02-24,17,Panamá,Pacora,9.080961,-79.300867,Arma blanca,Estacionamiento,2024,2,5,Pacora,Robo
CR-2024-000905,Robo,2024-02-24,18,Panamá,Pedregal,9.067264,-79.477032,Sin arma (intimidación),Vía Pública,2024,2,5,Pedregal,Robo
CR-2024-000894,Homicidio,2024-02-24,20,Panamá Oeste,Vacamonte,8.914567,-79.715652,Arma de fuego,Vía Pública,2024,2,5,Vacamonte,Homicidio
CR-2024-000897,Robo,2024-02-24,20,Panamá,Curundú,8.971075,-79.550562,Arma de fuego,Vía Pública,2024,2,5,Curundú,Robo
CR-2024-000893,Homicidio,2024-02-24,21,Panamá,Juan Díaz,9.049245,-79.446903,Arma de fuego,Vía Pública,2024,2,5,Juan Díaz,Homicidio
CR-2024-000896,Robo,2024-02-24,21,Panamá,Calidonia,8.967908,-79.535343,Arma blanca,Estacionamiento,2024,2,5,Calidonia,Robo
CR-2024-000904,Robo,2024-02-24,23,Panamá,Pacora,9.08054,-79.289046,Arma de fuego,Vía Pública,2024,2,5,Pacora,Robo
CR-2024-000907,Robo,2024-02-24,23,Panamá Oeste,Vacamonte,8.91564,-79.703786,Arma blanca,Transporte Público,2024,2,5,Vacamonte,Robo
CR-2024-000920,Robo,2024-02-25,4,Panamá,Tocumen,9.084668,-79.387221,Arma de fuego,Estacionamiento,2024,2,6,Tocumen,Robo
CR-2024-000916,Robo,2024-02-25,6,Panamá,Curundú,8.96916,-79.548289,Sin arma (intimidación),Transporte Público,2024,2,6,Curundú,Robo
CR-2024-000918,Robo,2024-02-25,12,Panamá,Pacora,9.078479,-79.293453,Arma de fuego,Vía Pública,2024,2,6,Pacora,Robo
CR-2024-000915,Robo,2024-02-25,13,Panamá,Betania,9.000565,-79.528023,Arma de fuego,Vía Pública,2024,2,6,Betania,Robo
CR-2024-000917,Robo,2024-02-25,14,Panamá,Pacora,9.077401,-79.292201,Arma de fuego,Vía Pública,2024,2,6,Pacora,Robo
CR-2024-000919,Robo,2024-02-25,14,Panamá,Tocumen,9.086097,-79.391642,Arma de fuego,Estacionamiento,2024,2,6,Tocumen,Robo
CR-2024-000911,Robo,2024-02-25,17,Panamá Oeste,Barrio Colón,8.877171,-79.788492,Sin arma (intimidación),Centro Comercial,2024,2,6,Barrio Colón,Robo
CR-2024-000913,Robo,2024-02-25,18,Panamá Oeste,Barrio Colón,8.881288,-79.787668,Sin arma (intimidación),Vía Pública,2024,2,6,Barrio Colón,Robo
CR-2024-000914,Robo,2024-02-25,18,Panamá,Bella Vista,8.978698,-79.52849,Arma de fuego,Transporte Público,2024,2,6,Bella Vista,Robo
CR-2024-000921,Robo,2024-02-25,20,Panamá Oeste,Vista Alegre,8.951899,-79.699947,Sin arma (intimidación),Vía Pública,2024,2,6,Vista Alegre,Robo
CR-2024-000912,Robo,2024-02-25,21,Panamá Oeste,Barrio Colón,8.87787,-79.786396,Arma de fuego,Comercio,2024,2,6,Barrio Colón,Robo
CR-2024-000910,Robo,2024-02-25,23,Panamá Oeste,Barrio Colón,8.879342,-79.784622,Sin arma (intimidación),Vía Pública,2024,2,6,Barrio Colón,Robo
CR-2024-000924,Robo,2024-02-26,0,Panamá Oeste,Barrio Balboa,8.874257,-79.781891,Arma de fuego,Vía Pública,2024,2,0,Barrio Balboa,Robo
CR-2024-000929,Robo,2024-02-26,0,Panamá,Pacora,9.092948,-79.293829,Arma de fuego,Centro Comercial,2024,2,0,Pacora,Robo
CR-2024-000933,Robo,2024-02-26,2,Panamá,Pueblo Nuevo,8.999942,-79.521712,Arma de fuego,Centro Comercial,2024,2,0,Pueblo Nuevo,Robo
CR-2024-000936,Robo,2024-02-26,2,Panamá Oeste,Vista Alegre,8.944913,-79.696802,Arma de fuego,Comercio,2024,2,0,Vista Alegre,Robo
CR-2024-000927,Robo,2024-02-26,10,Panamá,Las Mañanitas,9.090594,-79.428854,Arma blanca,Vía Pública,2024,2,0,Las Mañanitas,Robo
CR-2024-000932,Robo,2024-02-26,10,Panamá,Pedregal,9.062098,-79.477139,Arma de fuego,Vía Pública,2024,2,0,Pedregal,Robo
CR-2024-000922,Homicidio,2024-02-26,12,Panamá,Belisario Porras,9.053044,-79.501967,Arma de fuego,Residencia,2024,2,0,Belisario Porras,Homicidio
CR-2024-000937,Robo,2024-02-26,12,Panamá Oeste,Vista Alegre,8.948837,-79.69762,Arma de fuego,Comercio,2024,2,0,Vista Alegre,Robo
CR-2024-000931,Robo,2024-02-26,13,Panamá,Pedregal,9.071742,-79.480915,Arma blanca,Comercio,2024,2,0,Pedregal,Robo
CR-2024-000934,Robo,2024-02-26,13,Panamá,Rufina Alfaro,9.046334,-79.485626,Sin arma (intimidación),Centro Comercial,2024,2,0,Rufina Alfaro,Robo
CR-2024-000925,Robo,2024-02-26,17,Panamá,Belisario Porras,9.05067,-79.497591,Sin arma (intimidación),Estacionamiento,2024,2,0,Belisario Porras,Robo
CR-2024-000926,Robo,2024-02-26,18,Panamá,Belisario Porras,9.05454,-79.50379,Arma de fuego,Estacionamiento,2024,2,0,Belisario Porras,Robo
CR-2024-000928,Robo,2024-02-26,19,Panamá,Pacora,9.08031,-79.284806,Arma blanca,Vía Pública,2024,2,0,Pacora,Robo
CR-2024-000935,Robo,2024-02-26,19,Panamá Oeste,Vacamonte,8.915713,-79.710143,Arma de fuego,Centro Comercial,2024,2,0,Vacamonte,Robo
CR-2024-000923,Robo,2024-02-26,20,Panamá,Alcalde Díaz,9.118872,-79.551349,Sin arma (intimidación),Vía Pública,2024,2,0,Alcalde Díaz,Robo
CR-2024-000930,Robo,2024-02-26,21,Panamá,Pedregal,9.069976,-79.481378,Arma de fuego,Vía Pública,2024,2,0,Pedregal,Robo
CR-2024-000940,Homicidio,2024-02-27,2,Panamá,Pacora,9.084309,-79.302628,Arma de fuego,Vía Pública,2024,2,1,Pacora,Homicidio
CR-2024-000939,Homicidio,2024-02-27,5,Panamá,Juan Díaz,9.047427,-79.45221,Arma blanca,Vía Pública,2024,2,1,Juan Díaz,Homicidio
CR-2024-000948,Robo,2024-02-27,5,Panamá,Pedregal,9.064119,-79.483131,Sin arma (intimidación),Estacionamiento,2024,2,1,Pedregal,Robo
CR-2024-000944,Robo,2024-02-27,7,Panamá,Juan Díaz,9.050078,-79.451454,Sin arma (intimidación),Vía Pública,2024,2,1,Juan Díaz,Robo
CR-2024-000941,Robo,2024-02-27,8,Panamá Oeste,Barrio Colón,8.879413,-79.782388,Arma blanca,Estacionamiento,2024,2,1,Barrio Colón,Robo
CR-2024-000946,Robo,2024-02-27,8,Panamá,Las Mañanitas,9.091634,-79.426788,Arma de fuego,Vía Pública,2024,2,1,Las Mañanitas,Robo
CR-2024-000949,Robo,2024-02-27,9,Panamá,Pedregal,9.061898,-79.477022,Arma de fuego,Vía Pública,2024,2,1,Pedregal,Robo
CR-2024-000942,Robo,2024-02-27,12,Panamá,Belisario Porras,9.052865,-79.503176,Arma de fuego,Comercio,2024,2,1,Belisario Porras,Robo
CR-2024-000952,Robo,2024-02-27,12,Panamá,Tocumen,9.085551,-79.385746,Arma blanca,Centro Comercial,2024,2,1,Tocumen,Robo
CR-2024-000947,Robo,2024-02-27,19,Panamá,Pedregal,9.066283,-79.476784,Arma de fuego,Comercio,2024,2,1,Pedregal,Robo
CR-2024-000953,Robo,2024-02-27,19,Panamá Oeste,Vacamonte,8.915652,-79.711055,Arma de fuego,Vía Pública,2024,2,1,Vacamonte,Robo
CR-2024-000938,Homicidio,2024-02-27,20,Panamá,José Domingo Espinar,9.047422,-79.503611,Arma blanca,Vía Pública,2024,2,1,José Domingo Espinar,Homicidio
CR-2024-000945,Robo,2024-02-27,20,Panamá,Juan Díaz,9.046783,-79.451627,Sin arma (intimidación),Transporte Público,2024,2,1,Juan Díaz,Robo
CR-2024-000951,Robo,2024-02-27,20,Panamá,Tocumen,9.080583,-79.39284,Arma blanca,Vía Pública,2024,2,1,Tocumen,Robo
CR-2024-000950,Robo,2024-02-27,21,Panamá,Rufina Alfaro,9.04618,-79.488907,Arma de fuego,Vía Pública,2024,2,1,Rufina Alfaro,Robo
CR-2024-000955,Robo,2024-02-27,22,Panamá Oeste,Vacamonte,8.918444,-79.713877,Arma de fuego,Comercio,2024,2,1,Vacamonte,Robo
CR-2024-000943,Robo,2024-02-27,23,Panamá,Don Bosco,9.054889,-79.397165,Arma de fuego,Comercio,2024,2,1,Don Bosco,Robo
CR-2024-000954,Robo,2024-02-27,23,Panamá Oeste,Vacamonte,8.915343,-79.706866,Arma blanca,Comercio,2024,2,1,Vacamonte,Robo
CR-2024-000956,Robo,2024-02-27,23,Panamá Oeste,Vacamonte,8.91737,-79.708278,Sin arma (intimidación),Vía Pública,2024,2,1,Vacamonte,Robo
CR-2024-000967,Robo,2024-02-28,0,Panamá,Pueblo Nuevo,9.000631,-79.522118,Arma de fuego,Vía Pública,2024,2,2,Pueblo Nuevo,Robo
CR-2024-000961,Robo,2024-02-28,1,Panamá,Belisario Porras,9.049351,-79.503323,Arma de fuego,Transporte Público,2024,2,2,Belisario Porras,Robo
CR-2024-000968,Robo,2024-02-28,5,Panamá Oeste,San Carlos,8.470366,-79.964203,Arma blanca,Estacionamiento,2024,2,2,San Carlos,Robo
CR-2024-000960,Robo,2024-02-28,6,Panamá Oeste,Barrio Colón,8.882144,-79.78706,Arma blanca,Vía Pública,2024,2,2,Barrio Colón,Robo
CR-2024-000971,Robo,2024-02-28,7,Panamá Oeste,Veracruz,8.893819,-79.628997,Arma de fuego,Comercio,2024,2,2,Veracruz,Robo
CR-2024-000970,Robo,2024-02-28,12,Panamá Oeste,Vacamonte,8.916077,-79.710238,Sin arma (intimidación),Vía Pública,2024,2,2,Vacamonte,Robo
CR-2024-000964,Robo,2024-02-28,13,Panamá,Pacora,9.087921,-79.282349,Sin arma (intimidación),Comercio,2024,2,2,Pacora,Robo
CR-2024-000958,Homicidio,2024-02-28,15,Panamá,Pedregal,9.06462,-79.475907,Arma de fuego,Residencia,2024,2,2,Pedregal,Homicidio
CR-2024-000965,Robo,2024-02-28,15,Panamá,Pacora,9.082677,-79.286405,Arma blanca,Comercio,2024,2,2,Pacora,Robo
CR-2024-000966,Robo,2024-02-28,16,Panamá,Pacora,9.085686,-79.283883,Sin arma (intimidación),Comercio,2024,2,2,Pacora,Robo
CR-2024-000972,Robo,2024-02-28,17,Panamá Oeste,Vista Alegre,8.947578,-79.706396,Arma blanca,Comercio,2024,2,2,Vista Alegre,Robo
CR-2024-000959,Homicidio,2024-02-28,19,Panamá Oeste,Vacamonte,8.915419,-79.703835,Objeto contundente,Vía Pública,2024,2,2,Vacamonte,Homicidio
CR-2024-000969,Robo,2024-02-28,20,Panamá Oeste,Vacamonte,8.91524,-79.710906,Arma de fuego,Transporte Público,2024,2,2,Vacamonte,Robo
CR-2024-000957,Homicidio,2024-02-28,21,Panamá,Pedregal,9.065753,-79.47493,Arma blanca,Bar / Discoteca,2024,2,2,Pedregal,Homicidio
CR-2024-000962,Robo,2024-02-28,21,Panamá,José Domingo Espinar,9.046197,-79.503097,Arma de fuego,Transporte Público,2024,2,2,José Domingo Espinar,Robo
CR-2024-000963,Robo,2024-02-28,21,Panamá,Las Mañanitas,9.090402,-79.430463,Arma blanca,Comercio,2024,2,2,Las Mañanitas,Robo
CR-2024-000980,Robo,2024-02-29,4,Panamá Oeste,El Coco,8.892194,-79.801686,Arma blanca,Comercio,2024,2,3,El Coco,Robo
CR-2024-000989,Robo,2024-02-29,5,Panamá,Río Abajo,9.017854,-79.502809,Arma blanca,Centro Comercial,2024,2,3,Río Abajo,Robo
CR-2024-000979,Robo,2024-02-29,6,Panamá,Don Bosco,9.05264,-79.400602,Arma blanca,Vía Pública,2024,2,3,Don Bosco,Robo
CR-2024-000993,Robo,2024-02-29,7,Panamá Oeste,Villa Carmen,8.799403,-79.899666,Arma blanca,Transporte Público,2024,2,3,Villa Carmen,Robo
CR-2024-000984,Robo,2024-02-29,8,Panamá,Pueblo Nuevo,9.000722,-79.520517,Sin arma (intimidación),Vía Pública,2024,2,3,Pueblo Nuevo,Robo
CR-2024-000977,Robo,2024-02-29,10,Panamá Oeste,Barrio Balboa,8.876143,-79.783509,Sin arma (intimidación),Vía Pública,2024,2,3,Barrio Balboa,Robo
CR-2024-000982,Robo,2024-02-29,12,Panamá,Pacora,9.089377,-79.287829,Arma de fuego,Vía Pública,2024,2,3,Pacora,Robo
CR-2024-000988,Robo,2024-02-29,13,Panamá,Rufina Alfaro,9.046908,-79.489724,Arma blanca,Centro Comercial,2024,2,3,Rufina Alfaro,Robo
CR-2024-000983,Robo,2024-02-29,14,Panamá,Pedregal,9.063277,-79.475241,Arma de fuego,Comercio,2024,2,3,Pedregal,Robo
CR-2024-000974,Robo,2024-02-29,17,Panamá,24 de Diciembre,9.0995,-79.358268,Arma de fuego,Vía Pública,2024,2,3,24 de Diciembre,Robo
CR-2024-000976,Robo,2024-02-29,18,Panamá,24 de Diciembre,9.099695,-79.352885,Arma de fuego,Vía Pública,2024,2,3,24 de Diciembre,Robo
CR-2024-000978,Robo,2024-02-29,18,Panamá Oeste,Burunga,8.940003,-79.734174,Sin arma (intimidación),Vía Pública,2024,2,3,Burunga,Robo
CR-2024-000985,Robo,2024-02-29,18,Panamá Oeste,Puerto Caimito,8.867742,-79.715971,Sin arma (intimidación),Comercio,2024,2,3,Puerto Caimito,Robo
CR-2024-000973,Homicidio,2024-02-29,19,Panamá Oeste,Vacamonte,8.914406,-79.708405,Arma de fuego,Residencia,2024,2,3,Vacamonte,Homicidio
CR-2024-000986,Robo,2024-02-29,19,Panamá,Rufina Alfaro,9.044471,-79.48982,Sin arma (intimidación),Vía Pública,2024,2,3,Rufina Alfaro,Robo
CR-2024-000981,Robo,2024-02-29,20,Panamá,José Domingo Espinar,9.04742,-79.503569,Arma de fuego,Vía Pública,2024,2,3,José Domingo Espinar,Robo
CR-2024-000987,Robo,2024-02-29,21,Panamá,Rufina Alfaro,9.046821,-79.487533,Arma de fuego,Vía Pública,2024,2,3,Rufina Alfaro,Robo
CR-2024-000990,Robo,2024-02-29,22,Panamá Oeste,Vacamonte,8.915184,-79.703504,Arma de fuego,Vía Pública,2024,2,3,Vacamonte,Robo
CR-2024-000991,Robo,2024-02-29,22,Panamá Oeste,Vacamonte,8.917955,-79.712305,Arma blanca,Comercio,2024,2,3,Vacamonte,Robo
CR-2024-000975,Robo,2024-02-29,23,Panamá,24 de Diciembre,9.097732,-79.35393,Arma de fuego,Vía Pública,2024,2,3,24 de Diciembre,Robo
CR-2024-000992,Robo,2024-02-29,23,Panamá Oeste,Vacamonte,8.914926,-79.716313,Arma de fuego,Comercio,2024,2,3,Vacamonte,Robo
CR-2024-000995,Homicidio,2024-03-01,0,Panamá Oeste,Barrio Colón,8.872615,-79.783236,Arma de fuego,Estacionamiento,2024,3,4,Barrio Colón,Homicidio
CR-2024-000996,Homicidio,2024-03-01,4,Panamá,Chilibre,9.1511,-79.617952,Arma de fuego,Vía Pública,2024,3,4,Chilibre,Homicidio
CR-2024-001002,Robo,2024-03-01,4,Panamá,Juan Díaz,9.047534,-79.454811,Sin arma (intimidación),Centro Comercial,2024,3,4,Juan Díaz,Robo
CR-2024-001007,Robo,2024-03-01,8,Panamá,Pedregal,9.062642,-79.479082,Sin arma (intimidación),Vía Pública,2024,3,4,Pedregal,Robo
CR-2024-001008,Robo,2024-03-01,9,Panamá,Pedregal,9.070329,-79.48064,Arma de fuego,Comercio,2024,3,4,Pedregal,Robo
CR-2024-001004,Robo,2024-03-01,10,Panamá,Las Mañanitas,9.089395,-79.424513,Arma blanca,Vía Pública,2024,3,4,Las Mañanitas,Robo
CR-2024-000999,Robo,2024-03-01,11,Panamá,Belisario Porras,9.047462,-79.504628,Arma de fuego,Transporte Público,2024,3,4,Belisario Porras,Robo
CR-2024-000998,Robo,2024-03-01,13,Panamá Oeste,Barrio Colón,8.880238,-79.78752,Arma de fuego,Estacionamiento,2024,3,4,Barrio Colón,Robo
CR-2024-001000,Robo,2024-03-01,13,Panamá,Belisario Porras,9.052884,-79.494755,Sin arma (intimidación),Vía Pública,2024,3,4,Belisario Porras,Robo
CR-2024-001006,Robo,2024-03-01,13,Panamá,Pedregal,9.069813,-79.479421,Sin arma (intimidación),Vía Pública,2024,3,4,Pedregal,Robo
CR-2024-001001,Robo,2024-03-01,14,Panamá Oeste,Guadalupe,8.864573,-79.810274,Sin arma (intimidación),Comercio,2024,3,4,Guadalupe,Robo
CR-2024-001012,Robo,2024-03-01,14,Panamá Oeste,Vacamonte,8.915377,-79.710681,Arma de fuego,Centro Comercial,2024,3,4,Vacamonte,Robo
CR-2024-000994,Homicidio,2024-03-01,15,Panamá,24 de Diciembre,9.103671,-79.34693,Arma de fuego,Residencia,2024,3,4,24 de Diciembre,Homicidio
CR-2024-001010,Robo,2024-03-01,17,Panamá,Tocumen,9.081717,-79.390145,Sin arma (intimidación),Comercio,2024,3,4,Tocumen,Robo
CR-2024-001005,Robo,2024-03-01,18,Panamá,Pacora,9.080128,-79.286159,Arma de fuego,Vía Pública,2024,3,4,Pacora,Robo
CR-2024-000997,Robo,2024-03-01,19,Panamá,Amelia Denis de Icaza,9.033059,-79.516897,Arma de fuego,Vía Pública,2024,3,4,Amelia Denis de Icaza,Robo
CR-2024-001009,Robo,2024-03-01,20,Panamá,Río Abajo,9.020507,-79.500558,Arma blanca,Transporte Público,2024,3,4,Río Abajo,Robo
CR-2024-001003,Robo,2024-03-01,21,Panamá,Las Mañanitas,9.089053,-79.425576,Arma blanca,Comercio,2024,3,4,Las Mañanitas,Robo
CR-2024-001011,Robo,2024-03-01,22,Panamá,Tocumen,9.085018,-79.388021,Arma blanca,Vía Pública,2024,3,4,Tocumen,Robo
CR-2024-001018,Robo,2024-03-02,2,Panamá,Caimitillo,9.159837,-79.570413,Sin arma (intimidación),Vía Pública,2024,3,5,Caimitillo,Robo
CR-2024-001019,Robo,2024-03-02,5,Panamá Oeste,Herrera,8.902158,-79.816571,Arma de fuego,Estacionamiento,2024,3,5,Herrera,Robo
CR-2024-001023,Robo,2024-03-02,6,Panamá,Pacora,9.086868,-79.281385,Sin arma (intimidación),Comercio,2024,3,5,Pacora,Robo
CR-2024-001013,Homicidio,2024-03-02,7,Panamá Oeste,Vacamonte,8.910975,-79.712513,Arma de fuego,Vía Pública,2024,3,5,Vacamonte,Homicidio
CR-2024-001016,Robo,2024-03-02,12,Panamá Oeste,Barrio Colón,8.879503,-79.782175,Sin arma (intimidación),Vía Pública,2024,3,5,Barrio Colón,Robo
